Voucher;Nome da empresa;CNPJ;Data;Referencia;Iniciais;Situacao;Pagamento;Valor;Observacao;Nota enviada
13205508;CAMPO SEGURANCA EIRELI;04470443000105;12/01/2026;Google;Wb;Pago;Conta;110,00;ok;sim
13204247;EDUARDO TAVARES;99148560473;26/01/2026;Novo;Ds;Pago;Conta;210,00;aguardando nota;
13203167;MARIANA MACHADO;29299436102;10/01/2026;Cert Novo;Jp;Pago;Conta;210,00;;
13211855;SIMONE CARVALHO;23142042768;15/01/2026;Contador;Wb;Pago;Asaas;190,00;contato por e-mail;
13206507;INVERNO ENGENHARIA LTDA;27156754000191;13/02/2026;Novo;Fv;Pago;Conta;170,00;;
13202147;VERTICE TECNOLOGIA LTDA;25646962000143;03/01/2026;Contador;Ta;Pago;Conta;280,00;ok;
13204339;BOREAL LOGISTICA LTDA;63.881.746/0001-71;14/02/2026;Contrato;Ta;Pago;Asaas;49,90;falar com o contador;
13201884;  SIMONE COSTA LIMA ;43892764539;28/01/2026;Contador;Wb;Em aberto;Asaas;140,00;aguardando nota;
13202534;  Oliveira Logistica Ltda ;25.926.840/0001-00;16/02/2026;Contrato;Mc;Em aberto;Conta;170,00;;
13204370;FAROL IMOBILIARIA LTDA;13.320.862/0001-43;01/02/2026;Apoio;Mc;Cortesia;Cortesia;190,00;ok;
13214218;JUREMA TECNOLOGIA LTDA;69512562000110;16/02/2026;Google;Ab;Pago;Conta;340,00;falar com o contador;
13211301;EDUARDO DIAS;928.758.759-70;04/01/2026;Contrato;Ds;Pago;Conta;280,00;ok;
13212908;CAMPO PARTICIPACOES LTDA;53663810000194;04/01/2026;Google;Ab;Pago;Asaas;140,00;ok;sim
13202425;MARESIA ASSESSORIA EIRELI;76263213000178;31/01/2026;Cert Novo;Pc;Cortesia;Cortesia;210,00;ok;
13205786;VANESSA FONSECA;984.390.505-75;07/01/2026;Indicacao;Rm;Pago;Conta;110,00;;
13212357;RIACHO LOGISTICA S/A;85415369000118;12/01/2026;Google;Ta;Em aberto;Conta;340,00;ok;
13208353;RAIZ MARKETING S/A;70762443000103;06/01/2026;Cert Novo;Mc;Pago;Conta;170,00;falar com o contador;
13204625;TAMBORIL IMOBILIARIA;44842714000112;02/02/2026;Renovacao;So;Pago;Asaas;210,00;ok;
13209164;BOREAL TURISMO LTDA;30333891000169;12/01/2026;Job Contabil;Ta;Pago;Conta;280,00;falar com o contador;
13208621;RODRIGO FONSECA;907.416.992-93;22/01/2026;Contrato;Jp;Pago;Asaas;170,00;aguardando nota;
13201723;MARESIA PARTICIPACOES ME;62751231000194;01/03/2026;Cert Novo;St;Pago;Asaas;140,00;retornar dia 28;
13207381;GAIA TRANSPORTES LTDA;09742921000102;03/01/2026;Cert Novo;Wb;Pago;Asaas;190,00;ok;
13202033;Joao Vitor Teixeira;220.937.114-41;15/01/2026;Google;Ds;Pago;Asaas;;falar com o contador;
13204712;CEDRO MANUTENCAO LTDA;33709549000109;27/01/2026;Contrato;Ab;Em aberto;Asaas;210,00;falar com o contador;
13205966;RAIZ ENGENHARIA;24026357000107;01/01/2026;Contador;Et;Pago;Asaas;190,00;;
13208936;  UNIAO MANUTENCAO LTDA ;57151714000118;03/01/2026;Renovacao;Jp;Pago;Asaas;;falar com o contador;
13208716;SOLAR MANUTENCAO LTDA;66.085.474/0001-91;24/02/2026;Apoio;Ds;Pago;Asaas;210,00;aguardando nota;
13213741;ERVAL SERVICOS LTDA;77.333.529/0001-51;02/02/2026;Indicacao;St;Pago;Conta;210,00;falar com o contador;
13203977;BRISA ASSESSORIA ME;38304710000188;07/01/2026;Google;Ds;Em aberto;Asaas;210,00;retornar dia 28;sim
13200785;Erval Marketing Ltda;86.211.791/0001-14;30/01/2026;Indicacao;Et;Pago;Asaas;190,00;aguardando nota;
13209572;PRIMA ODONTOLOGIA;14901615000101;05/01/2026;Job Contabil;So;Pago;Conta;210,00;ok;sim
13201780;SOLAR IMOBILIARIA S/A;70418389000175;13/01/2026;Indicacao;Jp;Pago;Asaas;170,00;falar com o contador;
13214123;Tamboril Imobiliaria Eireli;55898874000108;10/02/2026;Google;Mc;Em aberto;Asaas;280,00;ok;
13202836;Alpha Transportes Ltda;14612613000194;30/01/2026;Contador;Ab;Em aberto;Asaas;340,00;ok;
13201845;FONTE TURISMO S/A;20969238000137;01/02/2026;Google;Jp;Em aberto;Asaas;280,00;;sim
13205369;ARARA EVENTOS ME;86.436.279/0001-76;23/02/2026;Contrato;Wb;Pago;Asaas;210,00;aguardando nota;
13208219;ORION SEGURANCA S/A;82555743000192;20/02/2026;Contador;Ds;Pago;Conta;110,00;;
13210936;BOREAL CONTABILIDADE LTDA;81724698000190;11/01/2026;Google;So;Pago;Asaas;140,00;aguardando nota;sim
13203013;Arara Odontologia Me;29734592000157;20/02/2026;Renovacao;Et;Pago;Asaas;210,00;ok;
13205716;MARESIA TECNOLOGIA ME;05131304000101;14/02/2026;Apoio;Mc;Pago;Conta;140,00;;
13200108;Vertice Turismo Me;96.355.394/0001-70;01/02/2026;Novo;Fv;Pago;Asaas;340,00;contato por e-mail;
13212482;ERVAL EVENTOS LTDA;59435732000157;31/01/2026;Contrato;Rm;Pago;Asaas;210,00;ok;
13210167;RIACHO SERVICOS LTDA;12229137000100;27/02/2026;Apoio;So;Pago;Asaas;280,00;contato por e-mail;
13206178;OLIVEIRA PARTICIPACOES ME;30.782.002/0001-40;12/01/2026;Novo;Et;Pago;Conta;340,00;aguardando nota;
13201945;ARARA EVENTOS EIRELI;52852273000168;11/02/2026;Novo;Am;Em aberto;Asaas;140,00;contato por e-mail;
13209615;Orion Assessoria Eireli;76212347000160;01/01/2026;Apoio;Ds;Pago;Conta;;;
13214143;  ORION CONTABILIDADE ME ;30334807000121;27/02/2026;Job Contabil;Pc;Pago;Asaas;210,00;retornar dia 28;
13205867;MARESIA CONTABILIDADE LTDA;65804689000152;15/01/2026;Cert Novo;Wb;Cortesia;Cortesia;190,00;contato por e-mail;
13203845;LAGOA ODONTOLOGIA EIRELI;49458372000155;29/01/2026;Novo;St;Pago;Conta;110,00;falar com o contador;
13203590;JUREMA PARTICIPACOES S/A;24548218000143;21/01/2026;Novo;Mc;Pago;Conta;;;
13204531;OLIVEIRA SEGURANCA S/A;86363117000155;20/01/2026;Cert Novo;Rm;Cortesia;Cortesia;140,00;ok;
13203954;  CARLOS EDUARDO FONSECA ;23556715221;06/02/2026;Cert Novo;Bp;Pago;Asaas;190,00;ok;
13212697;TRILHA EDUCACAO S/A;13.150.890/0001-60;04/01/2026;Apoio;Wb;Pago;Conta;49,90;ok;sim
13212906;VARANDA DISTRIBUIDORA LTDA;63440120000120;09/02/2026;Indicacao;Fv;Em aberto;Asaas;210,00;;
13213267;FAROL MARKETING LTDA;55038332000157;21/01/2026;Indicacao;So;Pago;Asaas;210,00;ok;sim
13209121;SERRA ASSESSORIA LTDA;22899359000185;13/02/2026;Indicacao;Ab;Pago;Asaas;190,00;ok;
13204486;IPE CONTABILIDADE S/A;09380594000188;09/01/2026;Apoio;Ab;Pago;Conta;210,00;ok;
13212368;IPE CONTABILIDADE EIRELI;04.022.400/0001-59;21/02/2026;Novo;Fv;Cortesia;Cortesia;170,00;;
13209654;SOLAR TECNOLOGIA S/A;16201805000133;05/02/2026;Contador;Ta;Pago;Asaas;49,90;;
13212374;TAMBORIL SERVICOS EIRELI;88.047.756/0001-37;25/01/2026;Job Contabil;Ta;Em aberto;Asaas;190,00;;
13213793;Norte Manutencao Ltda;99935337000158;25/01/2026;Renovacao;Am;Em aberto;Conta;49,90;;
13209552;NORTE ALIMENTOS LTDA;31442026000113;25/01/2026;Cert Novo;Jp;Pago;Conta;110,00;ok;
13207876;VERTICE IMOBILIARIA S/A;39635715000156;24/02/2026;Indicacao;Fv;Pago;Conta;190,00;;
13209577;Horizonte Servicos Eireli;92425156000132;01/01/2026;Contador;Mc;Em aberto;Conta;170,00;aguardando nota;
13212416;TAMBORIL ODONTOLOGIA S/A;01676453000103;07/01/2026;Novo;Wb;Pago;Conta;170,00;aguardando nota;
13201398;ESTEIO MARKETING S/A;64.401.087/0001-91;27/02/2026;Renovacao;Ds;Pago;Asaas;49,90;ok;
13207596;BRISA EDUCACAO EIRELI;08.880.670/0001-51;04/02/2026;Cert Novo;Ds;Pago;Asaas;210,00;ok;
13201766;DELTA CONSULTORIA ME;25571362000163;17/02/2026;Novo;Ta;Pago;Asaas;140,00;aguardando nota;
13201307;UNIAO TECNOLOGIA S/A;02938502000193;18/02/2026;Cert Novo;Mc;Pago;Asaas;340,00;ok;
13203072;MARESIA ODONTOLOGIA LTDA;36934135000171;15/02/2026;Renovacao;Et;Cortesia;Cortesia;49,90;retornar dia 28;
13211990;ZENITE SEGURANCA EIRELI;71.330.607/0001-88;19/02/2026;Contador;Jp;Pago;Asaas;280,00;aguardando nota;
13204685;DELTA SEGURANCA LTDA;37711805000153;26/02/2026;Renovacao;Ds;Cortesia;Cortesia;170,00;ok;sim
13207601;Felipe Costa Lima;56651359372;10/02/2026;Renovacao;Fv;Pago;Conta;140,00;;sim
13211291;FAROL ALIMENTOS EIRELI;06.349.917/0001-82;30/01/2026;Cert Novo;Rm;Pago;Asaas;110,00;contato por e-mail;
13213694;ORION MARKETING LTDA;07800146000160;25/02/2026;Apoio;Ds;Pago;Asaas;340,00;;
13212525;ANA BEATRIZ TEIXEIRA;44992846555;05/02/2026;Google;Am;Em aberto;Conta;210,00;;
13202503;MIRANTE MANUTENCAO;62952523000195;22/01/2026;Indicacao;Et;Pago;Asaas;49,90;aguardando nota;
13209800;ARARA TRANSPORTES ME;51.124.909/0001-92;06/01/2026;Contrato;Ds;Pago;Asaas;190,00;aguardando nota;
13201997;SERRA COMERCIO S/A;16807947000149;01/02/2026;Indicacao;St;Pago;Asaas;210,00;;
13202443;  IPE EDUCACAO LTDA ;57866725000184;03/01/2026;Renovacao;Bp;Em aberto;Conta;190,00;contato por e-mail;sim
13214089;THIAGO BARROS;888.734.127-05;04/02/2026;Contador;Jp;Pago;Asaas;210,00;contato por e-mail;sim
13200667;XISTO LOGISTICA LTDA;70787640000179;13/02/2026;Contrato;Ta;Em aberto;Asaas;310,00;ok;
13211532;NORTE ASSESSORIA LTDA;46.520.799/0001-48;13/01/2026;Contrato;Ds;Cortesia;Cortesia;110,00;falar com o contador;
13206704;ALPHA ASSESSORIA LTDA;81959910000106;09/01/2026;Google;Fv;Pago;Conta;110,00;ok;sim
